N,P,K,temperature,humidity,ph,rainfall,label
30.67,41.29,32.22,23.55,42.28,6.4,57.99,millets
83.44,45.88,44.57,20.65,71.32,6.95,86.32,maize
61.0,47.81,65.8,34.4,66.87,7.38,127.85,cotton
47.59,48.16,45.85,33.98,64.18,7.09,94.51,groundnut
84.17,42.38,38.49,28.51,67.07,7.06,103.81,maize
92.38,47.87,26.54,24.84,68.74,7.48,124.29,maize
82.75,40.08,45.69,24.27,82.89,6.98,263.15,rice
32.28,39.11,37.92,28.67,64.53,6.5,99.98,groundnut
78.63,43.04,47.89,31.28,78.23,6.51,299.32,rice
79.69,49.84,57.9,25.51,79.47,7.26,271.91,sugarcane
38.69,53.57,41.35,27.25,55.73,6.31,72.39,groundnut
57.62,44.97,60.22,34.65,58.96,6.89,51.54,cotton
84.75,46.03,36.78,22.92,67.01,6.72,76.53,maize
103.55,55.72,60.08,26.24,80.43,6.94,167.0,sugarcane
35.11,53.4,34.86,19.17,63.47,6.21,86.81,pulses
51.35,27.92,33.31,32.67,54.72,6.55,86.93,millets
79.9,44.27,40.96,20.85,82.8,7.02,199.63,rice
39.2,58.29,32.34,30.47,45.49,7.59,30.38,pulses
58.97,45.65,35.02,24.63,51.11,7.39,95.33,maize
50.94,28.45,46.93,24.35,36.5,7.43,80.57,millets
65.64,57.02,27.5,24.25,48.39,7.29,84.77,maize
100.73,47.82,45.99,26.36,69.28,7.42,161.35,sugarcane
68.23,39.46,87.9,25.89,85.84,7.01,324.39,coconut
35.61,36.21,40.61,34.45,42.15,7.32,33.62,millets
53.44,57.1,56.28,17.55,64.03,6.08,122.83,coffee
36.21,56.64,44.68,23.76,49.44,6.64,121.38,pulses
59.19,42.92,44.29,33.91,66.54,6.42,60.45,cotton
29.26,49.23,35.68,26.99,61.3,7.38,112.35,pulses
57.26,54.66,55.42,26.65,57.34,7.2,66.89,cotton
66.51,43.78,52.04,30.01,49.38,7.61,106.32,cotton
68.61,43.49,49.35,34.74,49.99,6.7,51.95,cotton
43.82,59.14,34.4,23.63,66.74,6.82,79.88,groundnut
94.13,40.16,42.5,30.36,72.47,6.11,201.46,rice
46.45,51.54,36.39,23.83,42.04,7.83,45.17,pulses
81.38,43.76,41.34,25.26,79.94,6.52,160.87,rice
81.21,57.24,39.9,23.82,89.24,6.08,249.9,rice
42.41,51.79,32.86,30.35,64.2,7.32,64.83,groundnut
68.57,26.2,50.17,34.26,49.77,6.54,65.23,millets
82.03,42.02,34.37,24.22,83.67,6.51,150.48,rice
45.09,53.93,47.02,23.25,71.05,6.98,87.13,groundnut
74.96,49.87,46.98,35.38,60.28,7.54,135.21,cotton
45.01,60.22,44.56,23.51,71.93,7.44,98.6,groundnut
61.27,39.53,39.22,21.08,51.33,6.25,74.95,millets
61.58,41.85,31.35,25.0,77.59,6.67,110.08,maize
44.46,34.29,35.36,34.87,49.58,7.04,22.84,pulses
73.0,47.69,32.74,19.7,55.12,6.69,140.0,maize
72.09,56.47,44.84,20.42,69.12,6.53,69.19,maize
55.91,42.2,41.36,34.01,39.15,7.36,74.12,millets
32.81,65.42,35.5,30.01,69.34,7.02,74.65,groundnut
87.67,42.13,35.24,33.36,55.82,6.53,59.26,maize
54.72,52.88,38.53,22.13,63.24,6.8,20,groundnut
103.84,49.74,61.38,33.36,83.16,6.58,169.13,sugarcane
43.91,55.22,32.81,24.1,57.31,7.2,103.34,pulses
62.6,36.49,45.13,22.98,63.19,6.95,81.99,millets
81.92,42.01,55.14,30.65,87.6,7.14,254.99,sugarcane
54.99,48.49,84.22,33.02,67.91,6.02,167.14,coconut
51.16,41.65,32.34,30.49,40.9,7.56,31.93,pulses
41.06,34.45,39.2,31.86,36.67,6.53,26.82,millets
66.65,51.57,45.16,30.81,63.07,7.72,102.91,cotton
74.9,44.49,39.05,28.71,82.48,6.1,223.25,rice
77.25,47.63,41.76,29.96,90.79,6.47,252.43,rice
92.17,53.62,46.88,31.61,70.78,7.4,147.94,sugarcane
50.71,54.41,73.53,26.37,83.23,6.13,172.34,coffee
75.46,46.89,33.42,21.27,56.9,6.24,123.38,maize
52.89,41.99,55.6,26.75,54.73,7.52,78.3,cotton
37.98,42.71,42.4,24.57,70.93,7.42,55.76,pulses
56.22,47.66,44.88,27.8,53.91,6.87,84.24,cotton
70.18,43.91,39.85,30.66,73.6,7.27,156.82,maize
70.04,50.06,39.16,29.43,77.84,7.2,153.73,rice
77.71,48.5,29.83,18.93,68.3,7.32,134.87,maize
45.67,47.39,28.7,31.53,49.94,6.35,62.33,pulses
58.23,45.09,59.94,26.47,49.85,7.04,89.11,cotton
72.7,45.98,42.46,21.94,81.15,6.15,268.09,rice
77.08,47.12,34.94,28.06,91.79,6.37,216.7,rice
36.75,39.36,40.25,26.87,52.86,6.79,106.09,millets
37.56,56.01,31.78,33.14,56.94,6.83,62.2,groundnut
59.24,37.94,38.02,23.12,54.11,7.42,85.07,millets
98.48,46.41,53.31,22.1,70.24,7.56,133.82,sugarcane
70.37,53.87,54.32,29.35,57.26,7.25,73.6,maize
82.26,50.46,39.19,24.27,85.48,6.52,273.01,rice
59.32,33.25,50.81,24.48,61.83,6.12,43.17,millets
89.43,51.81,47.42,21.55,90.89,6.77,294.22,rice
38.2,40.29,36.73,26.94,59.66,7.75,43.1,pulses
81.71,45.14,56.38,31.79,63.65,6.38,104.27,sugarcane
52.74,40.46,56.64,26.63,63.24,7.1,60.73,millets
62.34,33.92,49.69,26.25,67.17,6.9,50.42,millets
84.48,48.26,41.84,22.36,53.26,7.1,124.07,maize
56.62,34.14,41.13,35.62,43.88,7.18,73.83,millets
46.6,52.02,58.65,34.68,46.17,6.78,138.84,cotton
56.3,44.1,50.97,31.67,59.18,6.31,144.3,cotton
34.2,57.12,42.83,33.0,61.85,7.46,62.32,pulses
40.23,50.06,35.93,25.77,58.71,6.87,95.35,pulses
101.22,46.45,43.58,29.82,63.32,7.19,150.31,sugarcane
65.33,52.15,46.11,30.3,84.3,6.75,262.41,rice
35.99,43.57,33.46,24.77,57.21,6.21,62.45,pulses
35.3,65.22,41.04,29.49,69.0,7.29,66.05,groundnut
73.13,47.88,43.04,25.28,70.77,7.07,106.84,maize
56.56,30.34,38.37,32.02,66.65,7.66,73.04,millets
37.65,46.17,29.53,26.64,62.02,6.49,117.55,pulses
60.45,56.36,37.31,26.82,77.76,6.72,96.68,maize
26.8,56.32,29.37,19.26,46.59,7.27,56.23,pulses
71.54,44.64,51.0,35.83,63.82,6.35,43.54,cotton
32.89,41.44,44.38,30.24,50.66,7.06,68.75,pulses
60.47,47.61,34.55,28.99,66.68,6.8,95.25,maize
55.66,41.73,32.05,21.46,55.72,7.66,64.14,pulses
33.33,46.7,50.1,33.22,51.8,7.3,53.64,pulses
43.72,63.82,48.75,30.34,62.9,6.91,80.52,groundnut
71.34,49.89,27.59,19.47,75.11,6.11,82.37,maize
90.56,47.06,42.13,26.19,96.98,6.88,336.93,rice
37.05,41.94,34.99,31.26,69.41,7.39,51.46,pulses
73.01,40.88,28.96,31.06,71.69,6.74,82.9,maize
110.18,45.11,60.73,34.19,66.91,6.88,229.13,banana
76.82,47.21,44.39,25.82,69.77,7.14,224.24,sugarcane
56.31,55.61,38.01,27.37,65.13,7.35,60.13,groundnut
55.07,34.73,43.08,36.37,32.42,6.3,27.74,millets
63.92,38.24,39.37,27.02,83.71,6.23,299.88,rice
76.41,45.35,33.16,19.05,65.8,6.1,76.11,maize
26.64,45.58,40.65,19.4,54.71,7.15,62.24,pulses
76.38,47.77,64.15,27.93,65.19,7.31,107.09,cotton
41.66,42.95,45.21,19.7,46.73,6.97,75.61,millets
72.51,40.54,44.91,30.1,72.74,6.26,93.84,maize
63.54,42.35,48.08,26.06,57.84,7.0,106.49,cotton
39.39,62.03,41.14,29.01,75.6,6.41,82.54,groundnut
67.02,49.8,46.29,21.06,57.16,7.05,82.22,maize
38.67,42.5,51.83,24.3,54.43,6.48,66.83,millets
67.82,39.59,49.3,32.47,68.65,6.17,120.97,cotton
67.56,46.49,39.13,25.57,76.33,6.63,358.06,rice
104.9,47.11,56.92,28.51,71.86,7.26,137.37,sugarcane
85.64,52.29,60.94,23.67,90.53,6.48,236.58,banana
45.96,29.22,39.57,35.69,42.43,6.3,46.58,millets
86.44,42.2,31.7,22.73,55.62,7.28,168.55,maize
73.96,48.8,44.96,29.86,82.1,6.58,337.22,rice
40.21,37.0,34.53,20.76,71.04,6.62,35.42,pulses
44.37,60.86,34.35,25.22,62.51,6.3,63.72,groundnut
43.8,42.07,37.48,24.66,40.09,6.46,40.35,millets
60.16,46.27,50.71,28.65,49.83,7.12,75.9,cotton
77.04,47.77,69.31,28.61,93.58,6.18,360.31,coconut
73.89,46.93,39.22,21.55,57.09,6.78,130.95,maize
56.0,48.4,67.72,28.36,68.03,5.81,285.09,coffee
38.25,50.49,46.88,28.37,48.56,6.34,39.44,groundnut
82.88,49.97,34.5,23.85,75.74,6.43,209.02,rice
78.15,43.98,31.43,30.4,54.39,7.59,118.4,maize
61.34,43.51,45.18,25.3,64.82,6.41,56.08,maize
75.23,52.85,54.09,23.46,78.7,7.19,203.54,rice
71.13,48.07,63.34,26.81,79.51,7.4,172.98,sugarcane
35.88,44.43,36.74,30.39,63.82,7.08,42.44,pulses
100.73,64.81,51.19,34.15,67.9,5.84,229.42,banana
49.66,52.04,48.37,27.81,60.94,7.67,84.18,cotton
59.22,38.26,28.37,21.85,41.42,6.88,97.12,pulses
102.98,50.27,60.44,29.21,79.51,6.35,233.19,banana
75.38,44.28,50.99,31.16,68.38,6.98,123.03,sugarcane
71.85,44.01,43.49,31.88,54.47,6.55,95.62,cotton
80.22,47.84,35.78,27.84,79.12,6.08,194.06,rice
54.96,54.76,36.77,25.99,54.84,6.41,67.35,groundnut
48.65,38.52,59.67,27.41,46.96,6.71,48.95,cotton
70.5,41.13,47.11,30.2,82.88,6.29,254.05,rice
85.49,43.55,43.17,23.75,60.43,7.12,129.19,maize
88.46,44.21,40.1,21.66,87.83,6.56,255.28,sugarcane
60.33,28.93,46.52,31.37,46.71,7.87,29.01,millets
106.89,53.26,43.41,25.63,73.97,6.86,279.76,sugarcane
100.21,55.51,45.4,33.58,80.68,6.76,257.54,sugarcane
71.46,46.03,48.26,28.35,77.27,6.08,199.74,rice
52.1,38.9,41.25,26.01,32.51,6.9,57.15,millets
88.3,40.94,57.09,25.94,72.19,6.45,225.5,sugarcane
63.19,34.17,38.29,33.84,36.53,6.71,57.41,millets
31.91,64.56,37.48,28.28,61.0,7.66,56.02,groundnut
102.96,54.3,72.1,24.7,86.71,6.34,163.26,banana
50.57,69.13,30.46,31.17,67.28,7.26,36.73,groundnut
53.65,37.54,45.56,24.22,35.05,6.06,55.77,millets
40.99,40.88,40.12,25.78,39.66,7.46,54.68,pulses
35.05,58.1,45.0,23.44,53.49,6.51,78.24,groundnut
54.98,43.14,53.14,22.39,53.46,7.65,72.02,cotton
51.49,34.02,48.96,21.61,47.39,6.6,103.0,millets
104.3,49.57,58.28,32.22,75.93,6.88,94.2,sugarcane
104.85,57.45,67.05,25.6,82.08,6.18,276.76,banana
36.66,48.07,42.03,23.41,69.74,6.47,70.89,groundnut
44.87,66.7,69.62,22.65,91.7,5.31,264.46,coffee
71.22,53.76,53.6,24.21,84.64,6.99,206.42,rice
41.63,58.15,35.71,30.12,58.61,7.29,43.91,groundnut
72.3,44.3,44.29,23.32,66.86,7.26,145.82,sugarcane
74.97,55.68,59.09,25.85,71.0,6.56,142.56,cotton
46.83,52.56,41.56,17.77,73.14,7.52,86.95,pulses
53.01,52.53,57.23,30.75,65.36,6.53,62.68,cotton
78.1,53.01,43.79,28.21,69.76,6.28,84.97,maize
80.68,43.56,41.89,19.41,80.58,6.03,262.12,rice
32.95,54.53,45.74,28.92,45.47,6.56,98.74,pulses
60.84,39.99,52.9,27.87,52.09,7.0,41.55,cotton
77.33,40.25,45.3,20.56,78.67,6.94,195.47,rice
31.22,44.85,43.02,27.93,75.55,6.9,86.35,pulses
46.1,51.59,41.77,19.08,45.9,7.24,56.66,pulses
50.29,38.51,36.92,26.55,59.8,7.69,85.67,pulses
95.86,60.18,63.39,27.96,84.65,6.65,185.29,sugarcane
49.01,43.68,41.67,24.71,45.78,7.47,77.89,millets
56.77,32.07,52.7,37.52,57.24,7.38,40.9,millets
66.66,38.92,35.75,32.24,56.17,7.12,72.89,maize
51.77,39.75,28.49,25.35,53.77,7.78,56.85,groundnut
44.28,36.51,40.83,25.0,38.86,7.9,85.3,millets
33.79,64.38,37.82,21.57,75.89,7.26,113.5,groundnut
57.72,33.68,37.12,35.39,36.66,6.89,57.95,millets
73.2,42.51,31.12,29.17,53.69,6.89,79.41,maize
68.76,36.93,50.91,32.05,63.23,6.95,93.65,cotton
83.94,39.4,59.36,33.64,77.72,6.46,244.33,sugarcane
33.92,47.58,41.72,23.38,62.42,7.82,40.4,pulses
59.32,45.44,46.0,29.13,60.78,7.63,72.68,millets
94.78,56.31,60.86,23.75,73.61,6.3,135.79,banana
66.22,47.65,41.23,34.87,52.53,7.01,122.8,cotton
62.12,60.05,51.89,33.0,58.91,7.42,83.19,cotton
81.63,44.89,36.79,33.13,79.64,6.96,210.64,rice
95.9,48.73,53.7,29.88,83.27,6.57,141.8,sugarcane
61.38,52.71,47.38,31.65,57.73,7.21,54.63,cotton
78.45,50.22,45.34,31.92,59.9,7.29,114.5,maize
73.98,53.49,57.79,31.85,56.83,7.47,98.08,cotton
56.69,41.93,76.29,32.76,68.73,6.8,201.94,coconut
28.1,57.07,35.9,24.01,64.27,7.05,82.04,pulses
49.37,59.81,49.74,22.54,60.76,5.86,88.45,coffee
42.41,37.46,49.03,25.82,55.41,7.4,74.27,millets
59.95,44.55,37.87,30.11,63.47,6.32,170.88,maize
54.27,54.62,38.17,31.0,69.17,6.69,137.11,pulses
59.42,51.25,66.55,28.82,69.24,7.35,85.98,cotton
70.49,44.76,44.64,29.35,84.8,6.18,243.33,rice
28.03,44.92,30.0,33.15,54.16,7.01,55.77,pulses
59.05,33.73,51.14,33.8,39.77,6.82,60.49,millets
106.4,51.66,44.24,28.3,93.94,6.52,177.77,banana
44.64,32.64,33.16,27.82,53.13,7.64,79.14,millets
59.31,44.09,56.25,30.69,56.78,6.57,56.23,cotton
76.49,53.9,34.04,28.9,87.69,6.0,321.57,rice
69.34,62.75,58.13,25.75,52.02,7.62,109.35,cotton
95.34,45.21,38.92,29.42,85.86,7.21,177.64,rice
44.79,40.75,32.59,32.99,47.08,6.53,99.43,pulses
49.61,58.85,48.98,24.66,73.84,6.71,91.35,groundnut
44.74,40.53,50.89,31.88,77.69,7.17,116.86,groundnut
81.52,47.16,44.25,28.13,71.5,7.4,136.38,maize
60.12,43.9,47.77,33.42,42.72,6.36,47.93,millets
82.65,43.11,33.91,24.13,84.2,6.97,370.95,rice
68.57,37.96,37.78,19.67,90.96,6.63,293.08,rice
88.52,60.44,43.53,30.57,85.25,7.27,123.52,sugarcane
69.04,47.54,39.38,29.76,82.43,6.49,198.1,rice
72.77,53.99,39.24,30.42,73.28,6.87,52.04,maize
71.64,44.31,55.81,28.44,64.75,6.85,148.62,cotton
49.39,56.89,38.73,20.17,50.04,6.97,85.28,pulses
74.69,54.14,31.13,28.44,62.65,6.98,82.84,maize
74.36,53.0,63.31,20.84,75.64,6.44,262.36,sugarcane
95.36,59.22,51.23,34.36,77.23,7.25,189.22,banana
51.89,42.35,42.67,26.23,48.03,7.21,108.51,millets
98.01,43.53,58.43,25.69,68.48,7.56,136.53,sugarcane
81.9,52.61,51.12,20.73,83.29,5.89,252.84,rice
94.2,49.38,57.6,25.48,80.29,6.76,231.08,sugarcane
47.91,63.43,29.9,28.01,66.97,6.71,42.32,groundnut
59.57,53.41,52.79,35.62,48.07,6.88,120.46,cotton
91.04,44.24,31.98,22.84,80.6,6.53,176.29,rice
70.11,50.17,36.24,21.8,88.18,6.44,304.63,rice
43.78,45.34,44.42,22.39,61.15,7.07,50.99,millets
40.99,38.75,36.82,20.55,64.47,6.54,56.4,pulses
60.12,35.87,50.53,26.14,47.26,6.45,41.29,millets
75.67,53.24,46.14,27.13,86.52,6.43,218.43,rice
66.79,51.34,26.41,33.34,73.66,6.87,99.89,maize
32.87,40.43,41.21,25.65,55.39,6.31,123.88,pulses
69.89,41.62,42.77,24.95,84.32,6.66,266.44,rice
70.28,55.66,38.06,23.1,70.23,6.49,187.44,rice
30.0,57.55,32.38,33.85,67.57,7.4,87.92,pulses
44.74,43.32,25.31,26.92,64.05,7.28,117.99,pulses
43.69,56.66,24.15,21.17,72.37,6.9,94.84,groundnut
77.07,52.58,58.93,28.35,69.21,6.73,231.32,sugarcane
94.84,40.16,34.72,19.73,84.88,6.61,163.59,rice
42.25,58.45,28.75,32.3,53.68,7.09,34.83,pulses
91.71,42.46,44.01,30.02,79.05,6.75,167.86,rice
58.79,55.3,61.48,35.13,57.16,6.76,124.64,cotton
72.07,50.29,35.79,33.04,59.38,6.27,67.81,maize
40.15,31.87,39.11,28.33,51.45,7.33,43.87,millets
91.25,56.31,47.55,21.89,81.24,6.78,262.0,sugarcane
84.82,41.55,52.23,28.5,64.05,6.98,96.15,sugarcane
58.46,46.92,53.48,30.37,49.24,6.84,60.52,cotton
35.02,52.78,36.77,18.09,50.15,7.44,75.6,pulses
48.33,52.19,35.45,17.73,44.66,7.34,112.48,pulses
66.65,45.55,59.52,30.05,48.35,7.61,44.04,cotton
85.66,49.32,45.1,31.74,68.16,7.46,231.43,sugarcane
49.83,34.41,48.98,23.76,39.43,7.52,77.13,millets
48.47,51.98,54.52,23.99,61.4,7.26,94.53,cotton
85.18,52.29,46.28,30.53,88.55,6.22,235.12,rice
76.38,54.21,32.59,22.77,86.35,6.99,333.41,rice
39.19,57.13,32.6,34.47,65.63,6.68,60.03,pulses
54.42,64.22,34.35,27.07,58.88,7.57,56.26,groundnut
49.84,37.79,43.8,32.89,50.74,6.56,88.93,millets
65.57,53.69,82.94,21.67,88.79,6.44,190.47,coconut
34.1,45.47,34.21,25.02,59.25,6.77,110.35,pulses
76.75,45.59,47.7,34.07,64.5,6.63,158.6,sugarcane
65.98,46.17,57.65,28.84,63.07,7.15,103.48,cotton
38.72,49.64,30.32,33.57,57.87,7.01,50.15,pulses
75.74,49.14,44.44,26.58,87.33,7.05,210.42,rice
70.35,53.65,52.71,26.81,64.52,6.64,44.77,cotton
46.53,33.52,46.64,29.01,51.97,7.22,92.58,millets
56.83,36.86,30.85,35.48,38.24,6.54,37.07,millets
40.49,60.46,36.46,29.29,55.32,7.7,89.85,groundnut
49.66,46.14,51.14,31.86,68.12,7.3,100.68,groundnut
85.89,49.38,40.06,22.16,76.68,6.89,174.66,rice
45.8,36.72,29.8,28.34,62.07,6.75,37.13,groundnut
96.89,44.83,53.63,30.42,83.38,7.29,223.9,sugarcane
57.39,29.66,34.58,32.71,54.53,6.5,55.5,millets
80.92,46.89,39.07,33.55,79.99,6.69,150.5,rice
46.43,57.09,43.83,31.47,57.81,7.21,42.7,pulses
92.01,44.67,49.74,26.85,85.79,7.12,153.79,rice
98.43,50.5,54.65,31.22,74.28,7.36,145.12,sugarcane
60.48,49.54,57.08,28.42,53.41,7.57,120.44,cotton
70.18,39.44,40.08,31.73,61.36,6.15,43.03,maize
62.91,54.91,66.89,26.85,61.1,6.67,41.75,cotton
64.26,41.46,64.82,24.37,60.07,6.66,75.62,cotton
34.42,43.09,51.28,25.74,55.06,7.07,78.41,groundnut
79.1,49.23,48.34,27.02,85.2,6.91,263.72,rice
39.55,41.18,37.82,34.18,56.05,6.96,132.4,pulses
83.13,54.11,33.14,21.89,64.36,6.56,47.5,maize
43.35,35.46,30.99,24.74,59.38,7.19,86.95,millets
52.59,34.33,42.8,25.67,45.08,7.51,34.05,millets
82.9,42.21,43.29,22.07,63.44,6.68,90.23,maize
39.49,36.45,37.19,28.31,60.11,6.95,41.35,pulses
27.43,57.66,43.07,31.63,74.18,7.09,125.84,groundnut
50.44,41.46,55.04,30.12,60.23,7.46,81.15,cotton
92.13,47.04,55.56,23.62,66.55,7.25,202.53,sugarcane
33.63,59.45,41.47,25.47,64.33,6.88,102.4,groundnut
56.72,44.32,63.03,25.33,52.27,6.56,140.7,cotton
73.3,39.25,44.09,28.01,82.49,6.07,306.33,rice
42.68,45.85,47.12,22.85,54.3,6.3,125.72,pulses
93.93,55.14,77.49,24.24,69.81,7.13,218.18,banana
56.6,57.06,47.68,26.18,65.64,6.69,62.61,cotton
32.66,61.37,38.08,29.16,64.37,7.23,66.13,groundnut
38.69,45.4,28.27,30.23,50.02,6.43,47.63,pulses
92.45,41.33,47.42,23.93,85.26,7.47,159.82,sugarcane
86.99,44.71,37.77,26.48,81.03,6.13,380.91,rice
67.41,38.86,34.36,26.78,59.77,6.59,135.88,maize
65.45,56.98,36.17,27.3,66.43,6.44,64.11,maize
83.9,44.24,31.86,32.75,68.0,7.06,150.55,maize
73.96,56.26,42.85,33.96,59.18,6.35,98.53,maize
39.47,31.88,28.67,34.14,32.61,7.96,43.94,millets
72.61,48.42,36.55,25.39,60.03,7.52,124.58,maize
81.92,55.25,37.12,28.96,79.66,5.87,273.77,rice
73.16,44.21,50.06,35.41,48.32,6.95,37.16,cotton
79.12,43.87,63.58,34.09,71.57,6.84,125.07,sugarcane
95.7,41.7,44.49,33.46,74.21,6.72,113.66,rice
71.13,47.65,45.37,26.67,74.12,7.07,130.02,rice
92.39,37.54,41.67,20.06,81.14,6.29,301.33,rice
102.88,42.99,60.31,21.05,69.41,7.14,261.01,sugarcane
30.54,42.24,39.85,21.48,57.57,6.49,35.33,groundnut
56.1,33.93,50.02,23.97,40.0,7.73,71.98,millets
68.61,49.25,48.87,32.98,53.92,7.57,61.67,cotton
74.67,52.58,49.19,33.85,56.93,6.36,79.63,cotton
53.69,63.7,37.02,30.48,52.7,6.31,64.29,groundnut
49.84,53.88,44.32,25.64,74.81,7.52,149.37,cotton
50.85,40.95,42.37,23.35,34.98,7.4,77.82,millets
45.91,53.96,47.81,34.77,60.88,6.53,42.73,pulses
63.0,43.91,39.98,28.34,56.72,7.7,103.42,maize
52.69,39.89,52.57,22.39,57.64,6.37,41.45,groundnut
81.97,51.55,43.27,19.71,51.84,7.54,86.51,maize
100.56,48.54,43.24,34.61,68.76,6.88,134.01,sugarcane
49.28,46.33,46.34,21.7,55.95,6.39,31.86,millets
71.87,53.38,35.9,25.3,79.96,6.7,312.19,rice
49.36,46.39,50.42,29.69,57.88,6.91,92.12,cotton
32.61,55.81,28.69,25.79,66.1,7.74,110.1,pulses
91.2,49.68,52.54,21.35,82.44,6.98,269.67,banana
84.3,46.92,23.25,20.14,60.41,6.74,132.91,maize
44.44,41.02,51.79,22.92,74.17,6.87,122.39,groundnut
84.01,58.82,77.79,28.44,76.67,5.76,107.47,banana
49.37,47.67,31.24,20.65,41.91,7.51,40.95,pulses
70.16,49.66,62.73,37.67,55.55,7.19,79.78,cotton
55.1,39.82,39.98,22.45,46.24,7.17,70.49,millets
88.99,50.23,40.66,24.22,74.07,6.24,139.87,maize
87.29,46.3,39.54,21.85,83.23,6.46,283.62,rice
44.39,39.84,32.95,22.3,44.57,7.34,31.72,pulses
50.11,59.84,47.33,22.18,93.16,5.68,212.85,coffee
51.41,39.42,49.12,24.37,40.68,6.82,39.53,pulses
38.32,52.58,40.0,19.29,50.72,7.69,103.29,pulses
53.6,40.16,46.51,28.79,58.09,7.1,129.05,groundnut
29.42,39.41,45.0,32.73,40.66,7.11,67.04,pulses
80.4,50.13,34.43,29.81,81.0,6.02,209.04,rice
65.99,41.63,57.84,33.66,64.57,6.69,84.79,cotton
40.58,37.99,40.26,20.38,62.63,6.5,59.86,pulses
101.76,44.93,44.83,27.67,70.1,6.22,257.88,banana
49.07,51.07,46.65,25.65,61.44,7.1,84.92,cotton
52.06,44.52,50.75,25.64,71.14,7.24,118.96,cotton
110.53,54.87,58.99,31.54,70.58,7.48,220.82,sugarcane
65.23,41.08,38.85,21.15,80.35,6.35,177.14,rice
70.15,54.01,39.4,18.24,54.1,7.33,112.29,maize
31.37,28.42,30.61,26.38,52.18,6.79,61.97,millets
80.09,42.4,46.2,26.77,79.43,6.47,218.28,sugarcane
45.45,60.37,59.9,35.54,49.59,6.76,59.54,cotton
64.13,50.13,38.01,27.34,86.96,6.6,226.11,rice
83.54,42.84,40.61,20.12,82.51,6.96,296.42,rice
31.19,58.87,23.15,28.47,65.47,7.24,103.58,groundnut
60.04,45.94,36.83,31.76,59.0,6.64,94.6,maize
35.54,55.54,36.29,20.55,52.01,6.85,61.71,pulses
66.54,52.74,37.29,19.05,59.86,6.85,87.29,maize
34.8,59.3,30.55,33.47,72.18,7.39,58.63,groundnut
59.71,43.79,43.92,34.7,47.7,6.49,56.41,cotton
72.69,48.31,52.96,24.4,68.92,6.16,124.14,cotton
72.6,55.58,41.25,29.48,81.27,6.99,139.27,rice
78.01,54.23,52.7,33.67,72.92,6.96,209.92,sugarcane
40.86,54.13,51.85,20.35,63.43,7.03,71.44,pulses
59.48,53.97,51.3,29.84,62.89,6.76,111.52,cotton
80.8,48.43,65.97,34.67,64.86,6.83,100.61,sugarcane
86.33,57.03,55.56,33.57,84.51,6.48,230.23,banana
70.69,49.37,47.0,28.9,80.78,6.6,261.0,rice
62.25,40.67,46.51,26.83,49.98,7.01,119.71,cotton
43.57,26.91,34.52,21.8,60.51,7.02,61.09,millets
71.74,49.11,56.6,35.02,67.75,7.29,133.08,cotton
105.51,65.76,70.46,33.15,78.78,5.98,115.84,banana
73.22,46.41,48.9,27.52,52.38,6.45,89.03,maize
38.99,48.17,73.8,19.95,72.0,5.61,194.3,coffee
100.61,46.11,63.48,22.02,61.47,6.23,98.53,sugarcane
41.64,49.81,40.17,23.8,68.35,7.73,128.13,pulses
79.35,38.33,46.58,23.11,80.73,7.35,134.24,sugarcane
66.56,54.05,31.1,33.44,49.23,6.5,82.29,maize
52.12,49.91,30.92,31.43,50.69,6.45,29.05,groundnut
71.3,53.33,39.8,30.41,60.27,6.41,74.69,maize
52.62,49.85,56.07,33.78,71.0,6.99,102.2,cotton
92.57,45.25,43.24,32.59,72.73,6.79,215.2,rice
80.16,52.74,40.58,32.04,69.39,6.27,94.05,maize
48.81,31.84,31.61,21.87,51.26,7.11,44.82,millets
82.19,40.19,34.22,23.56,87.25,6.82,331.55,rice
49.97,53.58,45.8,32.24,50.37,7.84,37.04,pulses
61.78,40.04,53.12,33.22,60.53,7.41,70.59,millets
30.65,45.72,30.18,27.46,52.53,7.88,76.46,pulses
80.57,56.82,55.83,27.67,85.9,7.07,166.66,sugarcane
43.48,49.06,52.53,30.52,69.28,7.13,56.57,groundnut
64.16,57.77,57.43,30.37,51.58,7.46,84.58,cotton
86.03,49.87,48.76,23.41,87.61,6.67,363.57,rice
67.08,51.13,33.36,22.09,75.0,7.08,117.83,maize
68.42,47.51,47.71,23.93,74.09,6.01,279.92,rice
57.88,51.99,47.88,37.09,43.83,6.91,85.83,cotton
81.7,40.49,35.04,30.29,85.15,6.12,291.01,rice
61.79,32.91,42.68,23.46,62.29,6.95,59.68,millets
59.32,46.93,36.21,20.67,49.37,6.73,71.71,maize
52.27,34.61,28.95,22.83,56.03,6.76,68.02,pulses
66.61,54.34,66.06,27.18,53.97,6.58,95.12,cotton
42.66,57.93,46.87,26.38,46.45,7.48,43.47,groundnut
70.01,43.51,39.82,26.92,59.53,6.54,136.34,cotton
29.57,48.95,30.68,25.2,59.7,7.59,34.03,groundnut
55.5,39.37,62.46,32.71,75.72,7.32,119.44,cotton
79.05,50.6,71.35,33.24,64.44,6.33,102.94,banana
87.73,56.36,46.41,21.11,85.97,7.2,352.74,rice
61.12,47.04,55.83,24.12,67.02,7.62,114.24,cotton
